sampleID	sample_category	section	cruise_id	station_num_BODC	bottle_num_BODC	date	time	lat	lon	depth	ocean_category	replicate	depth_category
S0222	geotraces	GA02	JC057	1629624	638285	2011-03-10	2:43:00	-42.364	-44.0318	150	south atlantic	A	epipelagic
S0223	geotraces	GA02	JC057	1629652	636995	2011-03-11	2:17:00	-39.9648	-42.4232	10	south atlantic	A	epipelagic
S0224	geotraces	GA02	JC057	1629652	636989	2011-03-11	2:17:00	-39.9648	-42.4232	50	south atlantic	A	epipelagic
S0225	geotraces	GA02	JC057	1629652	636980	2011-03-11	2:17:00	-39.9648	-42.4232	149	south atlantic	A	epipelagic
S0226	geotraces	GA02	JC057	1629673	637139	2011-03-12	1:56:00	-37.8305	-41.1248	9	south atlantic	A	epipelagic
S0227	geotraces	GA02	JC057	1629673	637133	2011-03-12	1:56:00	-37.8305	-41.1248	50	south atlantic	A	epipelagic
S0228	geotraces	GA02	JC057	1629673	637124	2011-03-12	1:56:00	-37.8305	-41.1248	148	south atlantic	A	epipelagic
S0229	geotraces	GA02	JC057	1629687	637418	2011-03-13	13:43:00	-35.0093	-39.431	11	south atlantic	A	epipelagic
S0231	geotraces	GA03	KN199-4	1700002	841889	2010-10-24	11:14:00	24.00011	-22.00011	33.2	north atlantic	A	epipelagic
S0232	geotraces	GA03	KN199-4	1700002	841892	2010-10-24	11:14:00	24.00011	-22.00011	57.7	north atlantic	A	epipelagic
S0233	geotraces	GA03	KN199-4	1700002	841895	2010-10-24	11:14:00	24.00011	-22.00011	72.9	north atlantic	A	epipelagic
S0234	geotraces	GA03	KN199-4	1700002	841898	2010-10-24	11:14:00	24.00011	-22.00011	151.8	north atlantic	A	epipelagic
S0235	geotraces	GA03	KN199-4	1700002	841901	2010-10-24	11:14:00	24.00011	-22.00011	201.1	north atlantic	A	epipelagic
S0236	geotraces	GA03	KN199-4	1700002	841904	2010-10-24	11:14:00	24.00011	-22.00011	349	north atlantic	A	mesopelagic
S0237	geotraces	GA03	KN199-4	1700002	853052	2010-10-24	9:46:00	24.00011	-22.00011	2	north atlantic	A	epipelagic
S0238	geotraces	GA03	KN199-4	1700135	842069	2010-10-30	3:06:00	17.35162	-20.81672	51.8	north atlantic	A	epipelagic
S0239	geotraces	GA03	KN199-4	1700135	842072	2010-10-30	3:06:00	17.35162	-20.81672	86.6	north atlantic	A	epipelagic
S0240	geotraces	GA03	KN199-4	1700135	842075	2010-10-30	3:06:00	17.35162	-20.81672	101	north atlantic	A	epipelagic
S0241	geotraces	GA03	KN199-4	1700135	842078	2010-10-30	3:06:00	17.35162	-20.81672	140.7	north atlantic	A	epipelagic
S0242	geotraces	GA03	KN199-4	1700135	842081	2010-10-30	3:06:00	17.35162	-20.81672	185	north atlantic	A	epipelagic
S0243	geotraces	GA03	KN199-4	1700135	853163	2010-10-30	0:58:00	17.35162	-20.81672	2	north atlantic	A	epipelagic
S0244	geotraces	GA03	KN199-4	1700233	842801	2010-11-02	9:05:00	17.4018	-24.49811	31.8	north atlantic	A	epipelagic
S0245	geotraces	GA03	KN199-4	1700233	842804	2010-11-02	9:05:00	17.4018	-24.49811	50.4	north atlantic	A	epipelagic
S0246	geotraces	GA03	KN199-4	1700233	842807	2010-11-02	9:05:00	17.4018	-24.49811	71.9	north atlantic	A	epipelagic
S0247	geotraces	GA03	KN199-4	1700233	842810	2010-11-02	9:05:00	17.4018	-24.49811	91.6	north atlantic	A	epipelagic
S0248	geotraces	GA03	KN199-4	1700233	842813	2010-11-02	9:05:00	17.4018	-24.49811	136.5	north atlantic	A	epipelagic
S0249	geotraces	GA03	KN199-4	1700233	842816	2010-11-02	9:05:00	17.4018	-24.49811	185.4	north atlantic	A	epipelagic
S0250	geotraces	GA03	KN199-4	1700233	853064	2010-11-02	7:57:00	17.4018	-24.49811	2	north atlantic	A	epipelagic
S0252	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877228	1155512	2011-06-17	1:54:00	-32.46367	-159.01933	101	south pacific	A	epipelagic
S0253	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155698	2011-06-17	14:06:00	-32.495	-157.9945	14	south pacific	A	epipelagic
S0254	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155674	2011-06-17	14:06:00	-32.495	-157.9945	31	south pacific	A	epipelagic
S0255	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155668	2011-06-17	14:06:00	-32.495	-157.9945	51	south pacific	A	epipelagic
S0256	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155662	2011-06-17	14:06:00	-32.495	-157.9945	76	south pacific	A	epipelagic
S0257	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155656	2011-06-17	14:06:00	-32.495	-157.9945	100	south pacific	A	epipelagic
S0258	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155638	2011-06-17	14:06:00	-32.495	-157.9945	202	south pacific	A	epipelagic
S0259	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155833	2011-06-17	20:11:00	-32.5125	-158.028	1008	south pacific	A	mesopelagic
S0260	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877263	1155776	2011-06-17	20:11:00	-32.5125	-158.028	5601	south pacific	A	abyssopelagic
S0261	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877277	1155905	2011-06-18	10:34:00	-32.494	-157.00883	15	south pacific	A	epipelagic
S0262	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877277	1155878	2011-06-18	10:34:00	-32.494	-157.00883	30	south pacific	A	epipelagic
S0263	geotraces	GP13	SS2011-1 - GP13 Leg1	1899495	1223669	2011-05-17	19:55:38	-29.9999	159	15.5	south pacific	A	epipelagic
S0264	geotraces	GP13	SS2011-1 - GP13 Leg1	1899495	1223666	2011-05-17	19:55:38	-29.9999	159	30	south pacific	A	epipelagic
S0265	geotraces	GP13	SS2011-1 - GP13 Leg1	1899495	1223663	2011-05-17	19:55:38	-29.9999	159	50.6	south pacific	A	epipelagic
S0266	geotraces	GP13	SS2011-1 - GP13 Leg1	1899495	1222871	2011-05-17	19:55:38	-29.9999	159	78	south pacific	A	epipelagic
S0267	geotraces	GP13	SS2011-1 - GP13 Leg1	1899495	1223687	2011-05-17	19:55:38	-29.9999	159	101	south pacific	A	epipelagic
S0268	geotraces	GP13	SS2011-1 - GP13 Leg1	1899523	1223804	2011-05-19	15:42:38	-30.0006	162.998	16.1	south pacific	A	epipelagic
S0269	geotraces	GP13	SS2011-1 - GP13 Leg1	1899523	1223798	2011-05-19	15:42:38	-30.0006	162.998	29.9	south pacific	A	epipelagic
S0270	geotraces	GP13	SS2011-1 - GP13 Leg1	1899523	1223792	2011-05-19	15:42:38	-30.0006	162.998	51.3	south pacific	A	epipelagic
S0271	geotraces	GP13	SS2011-1 - GP13 Leg1	1899523	1223834	2011-05-19	15:42:38	-30.0006	162.998	74	south pacific	A	epipelagic
S0272	geotraces	GP13	SS2011-1 - GP13 Leg1	1899523	1223831	2011-05-19	15:42:38	-30.0006	162.998	100.8	south pacific	A	epipelagic
S0273	geotraces	GP13	SS2011-1 - GP13 Leg1	1899558	1223984	2011-05-21	16:06:42	-30	166.987	13.8	south pacific	A	epipelagic
S0274	geotraces	GP13	SS2011-1 - GP13 Leg1	1899558	1223981	2011-05-21	16:06:42	-30	166.987	30.8	south pacific	A	epipelagic
S0275	geotraces	GP13	SS2011-1 - GP13 Leg1	1899558	1223978	2011-05-21	16:06:42	-30	166.987	51.1	south pacific	A	epipelagic
S0276	geotraces	GP13	SS2011-1 - GP13 Leg1	1899558	1224011	2011-05-21	16:06:42	-30	166.987	74.8	south pacific	A	epipelagic
S0277	geotraces	GP13	SS2011-1 - GP13 Leg1	1899558	1224008	2011-05-21	16:06:42	-30	166.987	101.7	south pacific	A	epipelagic
S0278	geotraces	GP13	SS2011-1 - GP13 Leg1	1899306	1222262	2011-05-23	11:54:38	-29.9997	171	15.1	south pacific	A	epipelagic
S0279	geotraces	GP13	SS2011-1 - GP13 Leg1	1899306	1222256	2011-05-23	11:54:38	-29.9997	171	30.7	south pacific	A	epipelagic
S0280	geotraces	GP13	SS2011-1 - GP13 Leg1	1899306	1222250	2011-05-23	11:54:38	-29.9997	171	50.4	south pacific	A	epipelagic
S0281	geotraces	GP13	SS2011-1 - GP13 Leg1	1899306	1222292	2011-05-23	11:54:38	-29.9997	171	75.4	south pacific	A	epipelagic
S0282	geotraces	GP13	SS2011-1 - GP13 Leg1	1899306	1222289	2011-05-23	11:54:38	-29.9997	171	100.5	south pacific	A	epipelagic
S0283	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1224224	2011-05-29	16:18:17	-32.4995	-176.03	14.9	south pacific	A	epipelagic
S0284	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1223207	2011-05-29	16:18:17	-32.4995	-176.03	29.3	south pacific	A	epipelagic
S0285	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1223204	2011-05-29	16:18:17	-32.4995	-176.03	48.9	south pacific	A	epipelagic
S0286	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1224218	2011-05-29	16:18:17	-32.4995	-176.03	76.8	south pacific	A	epipelagic
S0287	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1223198	2011-05-29	16:18:17	-32.4995	-176.03	100.3	south pacific	A	epipelagic
S0288	geotraces	GP13	SS2011-1 - GP13 Leg1	1899677	1223225	2011-05-29	16:18:17	-32.4995	-176.03	999.9	south pacific	A	mesopelagic
S0289	geotraces	GP13	SS2011-1 - GP13 Leg1	1899467	1222811	2011-05-16	17:59:17	-30.0006	155.98599	74.5	south pacific	A	epipelagic
S0290	geotraces	GP13	SS2011-1 - GP13 Leg1	1899467	1223579	2011-05-16	17:59:17	-30.0006	155.98599	100.9	south pacific	A	epipelagic
S0291	geotraces	GP13	SS2011-1 - GP13 Leg1	1899607	1222409	2011-05-24	15:11:38	-30.0013	174.00101	14.9	south pacific	A	epipelagic
S0292	geotraces	GP13	SS2011-1 - GP13 Leg1	1899607	1222406	2011-05-24	15:11:38	-30.0013	174.00101	30.1	south pacific	A	epipelagic
S0293	geotraces	GP13	SS2011-1 - GP13 Leg1	1899607	1222400	2011-05-24	15:11:38	-30.0013	174.00101	50.4	south pacific	A	epipelagic
S0294	geotraces	GA02	PE319	1608715	632273	2010-05-22	13:07:00	33.4334	-58.0503	9	north atlantic	A	epipelagic
S0295	geotraces	GA02	PE319	1608715	632267	2010-05-22	13:07:00	33.4334	-58.0503	51	north atlantic	A	epipelagic
S0296	geotraces	GA02	PE319	1608715	632264	2010-05-22	13:07:00	33.4334	-58.0503	76	north atlantic	A	epipelagic
S0297	geotraces	GA02	PE319	1608715	632258	2010-05-22	13:07:00	33.4334	-58.0503	151	north atlantic	A	epipelagic
S0298	geotraces	GA02	PE319	1608715	632255	2010-05-22	13:07:00	33.4334	-58.0503	201	north atlantic	A	epipelagic
S0299	geotraces	GP13	SS2011-1 - GP13 Leg1	1899187	1223384	2011-05-14	10:37:58	-29.9982	153.50101	15	south pacific	A	epipelagic
S0300	geotraces	GP13	SS2011-1 - GP13 Leg1	1899187	1223423	2011-05-14	10:37:58	-29.9982	153.50101	49.8	south pacific	A	epipelagic
S0301	geotraces	GP13	SS2011-1 - GP13 Leg1	1899453	1223459	2011-05-15	1:28:38	-30.0019	154.004	15.5	south pacific	A	epipelagic
S0302	geotraces	GP13	SS2011-1 - GP13 Leg1	1899453	1223453	2011-05-15	1:28:38	-30.0019	154.004	30.8	south pacific	A	epipelagic
S0303	geotraces	GP13	SS2011-1 - GP13 Leg1	1899453	1223447	2011-05-15	1:28:38	-30.0019	154.004	51.7	south pacific	A	epipelagic
S0304	geotraces	GP13	SS2011-1 - GP13 Leg1	1899453	1223486	2011-05-15	1:28:38	-30.0019	154.004	75.2	south pacific	A	epipelagic
S0305	geotraces	GP13	SS2011-1 - GP13 Leg1	1899453	1223483	2011-05-15	1:28:38	-30.0019	154.004	99	south pacific	A	epipelagic
S0306	geotraces	GP13	SS2011-1 - GP13 Leg1	1899467	1223552	2011-05-16	17:59:17	-30.0006	155.98599	15.4	south pacific	A	epipelagic
S0307	geotraces	GP13	SS2011-1 - GP13 Leg1	1899467	1222814	2011-05-16	17:59:17	-30.0006	155.98599	30.9	south pacific	A	epipelagic
S0308	geotraces	GP13	SS2011-1 - GP13 Leg1	1899467	1223543	2011-05-16	17:59:17	-30.0006	155.98599	50.6	south pacific	A	epipelagic
S0309	geotraces	GP13	SS2011-1 - GP13 Leg1	1899607	1222397	2011-05-24	15:11:38	-30.0013	174.00101	75.1	south pacific	A	epipelagic
S0310	geotraces	GP13	SS2011-1 - GP13 Leg1	1899607	1222430	2011-05-24	15:11:38	-30.0013	174.00101	100.4	south pacific	A	epipelagic
S0311	geotraces	GP13	SS2011-1 - GP13 Leg1	1899614	1222499	2011-05-25	19:16:06	-30.0002	175.98	15.6	south pacific	A	epipelagic
S0312	geotraces	GP13	SS2011-1 - GP13 Leg1	1899614	1222496	2011-05-25	19:16:06	-30.0002	175.98	30.6	south pacific	A	epipelagic
S0313	geotraces	GP13	SS2011-1 - GP13 Leg1	1899614	1222490	2011-05-25	19:16:06	-30.0002	175.98	50.3	south pacific	A	epipelagic
S0314	geotraces	GP13	SS2011-1 - GP13 Leg1	1899614	1222487	2011-05-25	19:16:06	-30.0002	175.98	74.5	south pacific	A	epipelagic
S0315	geotraces	GP13	SS2011-1 - GP13 Leg1	1899614	1222523	2011-05-25	19:16:06	-30.0002	175.98	99.7	south pacific	A	epipelagic
S0316	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1223312	2011-05-31	18:10:31	-32.5001	-170	15.5	south pacific	A	epipelagic
S0317	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1223306	2011-05-31	18:10:31	-32.5001	-170	28.4	south pacific	A	epipelagic
S0318	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1223300	2011-05-31	18:10:31	-32.5001	-170	48.6	south pacific	A	epipelagic
S0319	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1224245	2011-05-31	18:10:31	-32.5001	-170	76	south pacific	A	epipelagic
S0320	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1223297	2011-05-31	18:10:31	-32.5001	-170	100.3	south pacific	A	epipelagic
S0321	geotraces	GP13	SS2011-1 - GP13 Leg1	1899684	1222625	2011-05-31	18:10:31	-32.5001	-170	1001.5	south pacific	A	mesopelagic
S0322	geotraces	GP13	SS2011-1 - GP13 Leg1	1899698	1222715	2011-06-01	12:02:53	-32.4998	-171.99899	15.1	south pacific	A	epipelagic
S0323	geotraces	GP13	SS2011-1 - GP13 Leg1	1899698	1222706	2011-06-01	12:02:53	-32.4998	-171.99899	30.9	south pacific	A	epipelagic
S0324	geotraces	GP13	SS2011-1 - GP13 Leg1	1899698	1222700	2011-06-01	12:02:53	-32.4998	-171.99899	49.8	south pacific	A	epipelagic
S0325	geotraces	GP13	SS2011-1 - GP13 Leg1	1899698	1222742	2011-06-01	12:02:53	-32.4998	-171.99899	75.1	south pacific	A	epipelagic
S0326	geotraces	GP13	SS2011-1 - GP13 Leg1	1899698	1222739	2011-06-01	12:02:53	-32.4998	-171.99899	100.3	south pacific	A	epipelagic
S0331	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1154516	2011-06-13	22:40:00	-32.49567	-164.99233	50	south pacific	A	epipelagic
S0332	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1154510	2011-06-13	22:40:00	-32.49567	-164.99233	75	south pacific	A	epipelagic
S0333	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1154504	2011-06-13	22:40:00	-32.49567	-164.99233	100	south pacific	A	epipelagic
S0334	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1154486	2011-06-13	22:40:00	-32.49567	-164.99233	204	south pacific	A	epipelagic
S0335	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1152842	2011-06-14	4:11:00	-32.515	-164.98117	1023	south pacific	A	mesopelagic
S0336	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1152779	2011-06-14	4:11:00	-32.515	-164.98117	5100	south pacific	A	abyssopelagic
S0337	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877130	1152896	2011-06-14	16:46:00	-32.50433	-163.98967	17	south pacific	A	epipelagic
S0338	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877130	1152887	2011-06-14	16:46:00	-32.50433	-163.98967	31	south pacific	A	epipelagic
S0339	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877130	1152881	2011-06-14	16:46:00	-32.50433	-163.98967	51	south pacific	A	epipelagic
S0340	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877130	1152875	2011-06-14	16:46:00	-32.50433	-163.98967	76	south pacific	A	epipelagic
S0341	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877130	1152866	2011-06-14	16:46:00	-32.50433	-163.98967	102	south pacific	A	epipelagic
S0342	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877277	1155872	2011-06-18	10:34:00	-32.494	-157.00883	49	south pacific	A	epipelagic
S0343	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877277	1155866	2011-06-18	10:34:00	-32.494	-157.00883	76	south pacific	A	epipelagic
S0344	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877277	1155860	2011-06-18	10:34:00	-32.494	-157.00883	102	south pacific	A	epipelagic
S0345	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877298	1156046	2011-06-18	20:24:00	-32.50383	-156.01067	15	south pacific	A	epipelagic
S0346	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877298	1156019	2011-06-18	20:24:00	-32.50383	-156.01067	31	south pacific	A	epipelagic
S0347	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877298	1156013	2011-06-18	20:24:00	-32.50383	-156.01067	52	south pacific	A	epipelagic
S0348	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877298	1156007	2011-06-18	20:24:00	-32.50383	-156.01067	77	south pacific	A	epipelagic
S0349	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877298	1156001	2011-06-18	20:24:00	-32.50383	-156.01067	102	south pacific	A	epipelagic
S0350	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877319	1156181	2011-06-19	6:47:00	-32.4995	-154.99933	14	south pacific	A	epipelagic
S0351	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877319	1156163	2011-06-19	6:47:00	-32.4995	-154.99933	30	south pacific	A	epipelagic
S0352	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877319	1156157	2011-06-19	6:47:00	-32.4995	-154.99933	51	south pacific	A	epipelagic
S0353	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877319	1156151	2011-06-19	6:47:00	-32.4995	-154.99933	74	south pacific	A	epipelagic
S0354	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877319	1156145	2011-06-19	6:47:00	-32.4995	-154.99933	101	south pacific	A	epipelagic
S0355	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156325	2011-06-19	18:28:00	-32.50133	-153.99817	15	south pacific	A	epipelagic
S0356	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156301	2011-06-19	18:28:00	-32.50133	-153.99817	32	south pacific	A	epipelagic
S0357	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156295	2011-06-19	18:28:00	-32.50133	-153.99817	51	south pacific	A	epipelagic
S0358	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156289	2011-06-19	18:28:00	-32.50133	-153.99817	77	south pacific	A	epipelagic
S0359	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156283	2011-06-19	18:28:00	-32.50133	-153.99817	100	south pacific	A	epipelagic
S0360	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156265	2011-06-19	18:28:00	-32.50133	-153.99817	201	south pacific	A	epipelagic
S0361	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156466	2011-06-19	22:18:00	-32.49483	-154.00417	1008	south pacific	A	mesopelagic
S0362	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877354	1156412	2011-06-19	22:18:00	-32.49483	-154.00417	5095	south pacific	A	abyssopelagic
S0363	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877375	1156538	2011-06-20	13:01:00	-32.494	-153.00567	15	south pacific	A	epipelagic
S0365	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877039	1154141	2011-06-12	16:59:00	-32.495	-168.002	75	south pacific	A	epipelagic
S0366	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877039	1154138	2011-06-12	16:59:00	-32.495	-168.002	101	south pacific	A	epipelagic
S0367	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877053	1154327	2011-06-13	3:37:00	-32.49717	-167.00217	14	south pacific	A	epipelagic
S0368	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877053	1154300	2011-06-13	3:37:00	-32.49717	-167.00217	31	south pacific	A	epipelagic
S0369	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877053	1154294	2011-06-13	3:37:00	-32.49717	-167.00217	52	south pacific	A	epipelagic
S0370	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877053	1154288	2011-06-13	3:37:00	-32.49717	-167.00217	78	south pacific	A	epipelagic
S0371	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877053	1154282	2011-06-13	3:37:00	-32.49717	-167.00217	102	south pacific	A	epipelagic
S0372	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877074	1154399	2011-06-13	12:49:00	-32.4985	-165.99883	16	south pacific	A	epipelagic
S0373	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877074	1154372	2011-06-13	12:49:00	-32.4985	-165.99883	30	south pacific	A	epipelagic
S0374	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877074	1154366	2011-06-13	12:49:00	-32.4985	-165.99883	48	south pacific	A	epipelagic
S0375	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877074	1154360	2011-06-13	12:49:00	-32.4985	-165.99883	76	south pacific	A	epipelagic
S0376	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877074	1154354	2011-06-13	12:49:00	-32.4985	-165.99883	102	south pacific	A	epipelagic
S0377	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1152704	2011-06-13	22:40:00	-32.49567	-164.99233	15	south pacific	A	epipelagic
S0378	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877102	1154522	2011-06-13	22:40:00	-32.49567	-164.99233	28	south pacific	A	epipelagic
S0379	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877151	1153013	2011-06-15	11:03:00	-32.50633	-162.9935	15	south pacific	A	epipelagic
S0380	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877151	1153007	2011-06-15	11:03:00	-32.50633	-162.9935	33	south pacific	A	epipelagic
S0381	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877151	1153001	2011-06-15	11:03:00	-32.50633	-162.9935	50	south pacific	A	epipelagic
S0382	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877151	1152995	2011-06-15	11:03:00	-32.50633	-162.9935	75	south pacific	A	epipelagic
S0383	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877151	1152989	2011-06-15	11:03:00	-32.50633	-162.9935	102	south pacific	A	epipelagic
S0384	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877172	1153175	2011-06-15	21:47:00	-32.509	-162.009	16	south pacific	A	epipelagic
S0385	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877172	1153148	2011-06-15	21:47:00	-32.509	-162.009	30	south pacific	A	epipelagic
S0386	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877172	1153142	2011-06-15	21:47:00	-32.509	-162.009	52	south pacific	A	epipelagic
S0387	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877172	1153136	2011-06-15	21:47:00	-32.509	-162.009	76	south pacific	A	epipelagic
S0388	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877172	1153130	2011-06-15	21:47:00	-32.509	-162.009	101	south pacific	A	epipelagic
S0389	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877193	1153316	2011-06-16	8:38:00	-32.49783	-160.99283	15	south pacific	A	epipelagic
S0390	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877193	1153289	2011-06-16	8:38:00	-32.49783	-160.99283	30	south pacific	A	epipelagic
S0391	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877193	1153283	2011-06-16	8:38:00	-32.49783	-160.99283	50	south pacific	A	epipelagic
S0392	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877193	1153277	2011-06-16	8:38:00	-32.49783	-160.99283	73	south pacific	A	epipelagic
S0393	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877193	1153271	2011-06-16	8:38:00	-32.49783	-160.99283	100	south pacific	A	epipelagic
S0394	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877207	1155413	2011-06-16	16:16:00	-32.51033	-160.00783	15	south pacific	A	epipelagic
S0395	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877207	1155410	2011-06-16	16:16:00	-32.51033	-160.00783	32	south pacific	A	epipelagic
S0396	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877207	1155404	2011-06-16	16:16:00	-32.51033	-160.00783	49	south pacific	A	epipelagic
S0397	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877207	1155398	2011-06-16	16:16:00	-32.51033	-160.00783	72	south pacific	A	epipelagic
S0398	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877207	1155392	2011-06-16	16:16:00	-32.51033	-160.00783	102	south pacific	A	epipelagic
S0399	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877228	1155560	2011-06-17	1:54:00	-32.46367	-159.01933	15	south pacific	A	epipelagic
S0400	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877228	1155533	2011-06-17	1:54:00	-32.46367	-159.01933	32	south pacific	A	epipelagic
S0401	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877228	1155527	2011-06-17	1:54:00	-32.46367	-159.01933	49	south pacific	A	epipelagic
S0402	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877228	1155521	2011-06-17	1:54:00	-32.46367	-159.01933	76	south pacific	A	epipelagic
S0403	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877375	1156505	2011-06-20	13:01:00	-32.494	-153.00567	52	south pacific	A	epipelagic
S0404	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877375	1156499	2011-06-20	13:01:00	-32.494	-153.00567	77	south pacific	A	epipelagic
S0405	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877375	1156493	2011-06-20	13:01:00	-32.494	-153.00567	101	south pacific	A	epipelagic
S0406	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877403	1156682	2011-06-21	0:03:00	-32.4885	-151.9995	15	south pacific	A	epipelagic
S0407	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877403	1156655	2011-06-21	0:03:00	-32.4885	-151.9995	30	south pacific	A	epipelagic
S0408	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877403	1156649	2011-06-21	0:03:00	-32.4885	-151.9995	52	south pacific	A	epipelagic
S0409	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877403	1156643	2011-06-21	0:03:00	-32.4885	-151.9995	75	south pacific	A	epipelagic
S0410	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877403	1156637	2011-06-21	0:03:00	-32.4885	-151.9995	102	south pacific	A	epipelagic
S0411	geotraces	GP13	TAN1109-2 - GP13 Leg2	1877424	1156883	2011-06-21	13:10:00	-32.49567	-151.00067	15	south pacific	A	epipelagic
